Country_code,Year,Cause_code,Sex,Deaths2,Deaths8,Deaths13,Deaths22,Cause,Country
4310,2005,B009,1,1.0,0.0,0.0,0.0,Whooping cough,"United Kingdom, England and Wales"
4310,2006,B011,2,0.0,0.0,0.0,1.0,Plague,"United Kingdom, England and Wales"
4310,2006,B029,2,0.0,0.0,0.0,4.0,Hypertension without mention of heart,"United Kingdom, England and Wales"
4310,2012,C049,1,0.0,0.0,0.0,2.0,Other forms of heart disease,"United Kingdom, England and Wales"
4310,2015,B182,2,0.0,0.0,2.0,3.0,Hyperlipoproteinaemia,"United Kingdom, England and Wales"
4310,2006,B441,2,0.0,0.0,0.0,2.0,Other deformities of central nervous system,"United Kingdom, England and Wales"
4310,2010,B023,2,0.0,0.0,0.0,1.0,Non-meningococcal meningitis,"United Kingdom, England and Wales"
4310,2009,B441,1,0.0,0.0,0.0,4.0,Other deformities of central nervous system,"United Kingdom, England and Wales"
4310,2015,C049,1,0.0,0.0,0.0,1.0,Other forms of heart disease,"United Kingdom, England and Wales"
4310,2010,C059,2,0.0,0.0,0.0,1.0,Intestinal obstruction,"United Kingdom, England and Wales"
4310,2009,B004,1,1.0,0.0,0.0,0.0,Typhoid fever,"United Kingdom, England and Wales"
4310,2014,B004,2,0.0,0.0,1.0,3.0,Typhoid fever,"United Kingdom, England and Wales"
4310,2013,C080,2,0.0,0.0,0.0,1.0,Other specified diseases and symptoms,"United Kingdom, England and Wales"
4310,2015,C029,2,0.0,0.0,4.0,25.0,Mal. neoplasm of female breast,"United Kingdom, England and Wales"
4310,2014,A081,2,0.0,1.0,0.0,0.0,Arteriosclerotic and degenerative heart disease,"United Kingdom, England and Wales"
4310,2010,B250,1,2.0,0.0,0.0,0.0,Acute rheumatic fever,"United Kingdom, England and Wales"
4310,2014,A080,1,1.0,0.0,0.0,0.0,Chronic rheumatic heart disease,"United Kingdom, England and Wales"
4310,2015,A020,2,0.0,0.0,0.0,1.0,Septicaemia and pyaemia,"United Kingdom, England and Wales"
4310,2014,C089,2,0.0,0.0,1.0,0.0,External causes of injury and poisoning,"United Kingdom, England and Wales"
4310,2016,B447,2,0.0,1.0,0.0,0.0,Other congenital anomalies of musculoskeletal system,"United Kingdom, England and Wales"
4310,2006,B159,1,0.0,0.0,1.0,2.0,Remainder of B15,"United Kingdom, England and Wales"
4310,2007,C060,1,0.0,0.0,0.0,3.0,Chronic liver disease and cirrhosis,"United Kingdom, England and Wales"
4310,2016,C039,2,0.0,0.0,0.0,2.0,Diseases of the nervous system,"United Kingdom, England and Wales"
4310,2012,B24,1,0.0,0.0,1.0,0.0,Diseases of the ear and mastoid process,"United Kingdom, England and Wales"
4310,2015,C060,1,0.0,0.0,0.0,5.0,Chronic liver disease and cirrhosis,"United Kingdom, England and Wales"
4310,2013,B218,2,0.0,0.0,0.0,1.0,Mental retardation,"United Kingdom, England and Wales"
4310,2010,C080,1,0.0,0.0,0.0,1.0,Other specified diseases and symptoms,"United Kingdom, England and Wales"
4310,2010,C050,1,0.0,0.0,0.0,2.0,Other hypertensive disease,"United Kingdom, England and Wales"
4310,2012,A047,2,0.0,0.0,0.0,86.0,"Malignant neoplasm of intestine, except rectum","United Kingdom, England and Wales"
4310,2006,B012,2,0.0,0.0,0.0,1.0,Acute poliomyelitis,"United Kingdom, England and Wales"
4310,2013,B020,2,0.0,0.0,0.0,2.0,Diabetes mellitus,"United Kingdom, England and Wales"
4310,2014,A045,2,0.0,0.0,0.0,1.0,Malignant neoplasm of oesophagus,"United Kingdom, England and Wales"
4310,2015,A090,1,0.0,0.0,0.0,5.0,Bronchopneumonia,"United Kingdom, England and Wales"
4310,2011,A083,1,1.0,0.0,0.0,0.0,Hypertension with heart disease,"United Kingdom, England and Wales"
4310,2015,B023,2,0.0,0.0,0.0,1.0,Non-meningococcal meningitis,"United Kingdom, England and Wales"
4310,2015,B029,2,0.0,0.0,0.0,3.0,Hypertension without mention of heart,"United Kingdom, England and Wales"
4310,2012,B012,1,0.0,0.0,1.0,0.0,Acute poliomyelitis,"United Kingdom, England and Wales"
4310,2007,B182,2,0.0,0.0,0.0,1.0,Hyperlipoproteinaemia,"United Kingdom, England and Wales"
4310,2006,A045,2,0.0,0.0,0.0,1.0,Malignant neoplasm of oesophagus,"United Kingdom, England and Wales"
4310,2007,A021,1,0.0,0.0,0.0,1.0,Diphtheria,"United Kingdom, England and Wales"
4310,2006,A047,2,0.0,0.0,2.0,501.0,"Malignant neoplasm of intestine, except rectum","United Kingdom, England and Wales"
4310,2014,A048,1,0.0,0.0,0.0,2.0,Malignant neoplasm of rectum,"United Kingdom, England and Wales"
4310,2006,C059,2,0.0,0.0,1.0,2.0,Intestinal obstruction,"United Kingdom, England and Wales"
4310,2007,B250,1,0.0,0.0,1.0,0.0,Acute rheumatic fever,"United Kingdom, England and Wales"
4310,2011,B341,1,1.0,0.0,0.0,0.0,Ulcer of stomach and duodenum,"United Kingdom, England and Wales"
4310,2006,B004,2,0.0,0.0,0.0,2.0,Typhoid fever,"United Kingdom, England and Wales"
4310,2013,B24,1,0.0,0.0,1.0,0.0,Diseases of the ear and mastoid process,"United Kingdom, England and Wales"
4310,2009,C099,1,0.0,0.0,0.0,4.0,Accidents caused by machinery and by cutting and piercing instruments,"United Kingdom, England and Wales"
4310,2007,B24,1,0.0,0.0,2.0,0.0,Diseases of the ear and mastoid process,"United Kingdom, England and Wales"
4310,2010,A084,2,0.0,0.0,0.0,5.0,Hypertension without mention of heart,"United Kingdom, England and Wales"
4310,2014,C099,1,0.0,0.0,3.0,10.0,Accidents caused by machinery and by cutting and piercing instruments,"United Kingdom, England and Wales"
4310,2009,C080,2,0.0,0.0,0.0,2.0,Other specified diseases and symptoms,"United Kingdom, England and Wales"
4310,2010,B019,1,0.0,0.0,1.0,0.0,Benign neoplasms and neoplasms of unspecified nature,"United Kingdom, England and Wales"
4310,2011,B24,1,0.0,0.0,2.0,0.0,Diseases of the ear and mastoid process,"United Kingdom, England and Wales"
4310,2012,C089,1,0.0,0.0,0.0,1.0,External causes of injury and poisoning,"United Kingdom, England and Wales"
4310,2016,B009,1,0.0,0.0,0.0,2.0,Whooping cough,"United Kingdom, England and Wales"
4310,2014,C051,1,0.0,0.0,0.0,3.0,Cerebrovascular disease,"United Kingdom, England and Wales"
4310,2006,A020,2,0.0,0.0,0.0,1.0,Septicaemia and pyaemia,"United Kingdom, England and Wales"
4310,2012,B199,2,0.0,0.0,0.0,1.0,Remainder of B19,"United Kingdom, England and Wales"
4310,2005,A045,2,0.0,0.0,0.0,1.0,Malignant neoplasm of oesophagus,"United Kingdom, England and Wales"
4310,2012,B259,2,0.0,0.0,0.0,1.0,Remainder of B25,"United Kingdom, England and Wales"
4310,2009,C049,2,0.0,0.0,0.0,6.0,Other forms of heart disease,"United Kingdom, England and Wales"
4310,2008,B012,2,1.0,1.0,0.0,1.0,Acute poliomyelitis,"United Kingdom, England and Wales"
4310,2010,C009,1,0.0,0.0,0.0,2.0,Whooping cough,"United Kingdom, England and Wales"
4310,2009,B449,2,0.0,0.0,0.0,2.0,Remainder of B44,"United Kingdom, England and Wales"
4310,2013,B348,1,4.0,0.0,0.0,0.0,Cholelithiasis and cholecystitis,"United Kingdom, England and Wales"
4310,2014,B370,2,0.0,0.0,0.0,1.0,Diseases of breast,"United Kingdom, England and Wales"
4310,2014,C062,2,0.0,0.0,0.0,1.0,"Nephritis, nephrotic syndrome and nephrosis","United Kingdom, England and Wales"
4310,2007,C029,2,0.0,0.0,0.0,18.0,Mal. neoplasm of female breast,"United Kingdom, England and Wales"
4310,2005,B349,2,0.0,0.0,0.0,3.0,Remainder of B34,"United Kingdom, England and Wales"
4310,2007,C030,2,0.0,0.0,0.0,2.0,Mal. neoplasm of cervix uteri,"United Kingdom, England and Wales"
4310,2007,B212,2,0.0,0.0,1.0,0.0,Affective psychoses,"United Kingdom, England and Wales"
4310,2012,A021,1,0.0,0.0,0.0,1.0,Diphtheria,"United Kingdom, England and Wales"
4310,2015,A084,2,0.0,0.0,0.0,4.0,Hypertension without mention of heart,"United Kingdom, England and Wales"
4310,2005,B011,1,0.0,0.0,1.0,0.0,Plague,"United Kingdom, England and Wales"
4310,2008,B200,2,0.0,0.0,1.0,0.0,Anaemias,"United Kingdom, England and Wales"
4310,2013,C029,2,0.0,0.0,2.0,24.0,Mal. neoplasm of female breast,"United Kingdom, England and Wales"
4310,2008,A083,1,0.0,0.0,0.0,1.0,Hypertension with heart disease,"United Kingdom, England and Wales"
4310,2013,A081,1,0.0,0.0,0.0,6.0,Arteriosclerotic and degenerative heart disease,"United Kingdom, England and Wales"
4310,2013,B447,2,0.0,0.0,1.0,0.0,Other congenital anomalies of musculoskeletal system,"United Kingdom, England and Wales"
4310,2009,C030,1,0.0,0.0,0.0,4.0,Mal. neoplasm of cervix uteri,"United Kingdom, England and Wales"
4310,2007,B012,1,0.0,0.0,1.0,3.0,Acute poliomyelitis,"United Kingdom, England and Wales"
4310,2005,B24,1,0.0,0.0,3.0,0.0,Diseases of the ear and mastoid process,"United Kingdom, England and Wales"
4310,2011,B182,2,0.0,0.0,2.0,8.0,Hyperlipoproteinaemia,"United Kingdom, England and Wales"
4310,2007,C050,1,0.0,0.0,0.0,1.0,Other hypertensive disease,"United Kingdom, England and Wales"
4310,2007,A084,2,0.0,0.0,0.0,7.0,Hypertension without mention of heart,"United Kingdom, England and Wales"
4310,2008,C060,2,0.0,0.0,0.0,2.0,Chronic liver disease and cirrhosis,"United Kingdom, England and Wales"
4310,2014,B182,2,0.0,0.0,3.0,4.0,Hyperlipoproteinaemia,"United Kingdom, England and Wales"
4310,2012,A081,1,0.0,0.0,0.0,1.0,Arteriosclerotic and degenerative heart disease,"United Kingdom, England and Wales"
4310,2013,C069,2,0.0,0.0,0.0,13.0,Infections of the puerperium,"United Kingdom, England and Wales"
4310,2011,C031,2,0.0,0.0,0.0,1.0,Malign neoplasm of bladder,"United Kingdom, England and Wales"
4310,2010,B009,2,1.0,0.0,0.0,1.0,Whooping cough,"United Kingdom, England and Wales"
4310,2010,B349,2,2.0,0.0,0.0,0.0,Remainder of B34,"United Kingdom, England and Wales"
4310,2007,B232,2,0.0,0.0,1.0,0.0,Blindness and low vision,"United Kingdom, England and Wales"
4310,2011,B009,1,1.0,0.0,0.0,0.0,Whooping cough,"United Kingdom, England and Wales"
4310,2006,C080,1,0.0,0.0,0.0,2.0,Other specified diseases and symptoms,"United Kingdom, England and Wales"
4310,2016,B212,2,0.0,0.0,3.0,0.0,Affective psychoses,"United Kingdom, England and Wales"
4310,2011,B340,1,1.0,0.0,0.0,0.0,Diseases of oesophagus,"United Kingdom, England and Wales"
4310,2013,B029,2,0.0,0.0,0.0,3.0,Hypertension without mention of heart,"United Kingdom, England and Wales"
4310,2008,A021,2,0.0,0.0,0.0,1.0,Diphtheria,"United Kingdom, England and Wales"
4310,2014,C029,2,0.0,0.0,1.0,23.0,Mal. neoplasm of female breast,"United Kingdom, England and Wales"
4310,2013,C029,1,0.0,0.0,2.0,24.0,Mal. neoplasm of female breast,"United Kingdom, England and Wales"
4310,2008,B012,1,0.0,0.0,1.0,1.0,Acute poliomyelitis,"United Kingdom, England and Wales"
4310,2013,B182,1,0.0,0.0,4.0,3.0,Hyperlipoproteinaemia,"United Kingdom, England and Wales"
4310,2008,B019,1,0.0,0.0,0.0,1.0,Benign neoplasms and neoplasms of unspecified nature,"United Kingdom, England and Wales"
4310,2014,A047,2,1.0,0.0,0.0,67.0,"Malignant neoplasm of intestine, except rectum","United Kingdom, England and Wales"
4310,2015,B012,1,0.0,0.0,0.0,1.0,Acute poliomyelitis,"United Kingdom, England and Wales"
4310,2006,B479,2,0.0,0.0,0.0,1.0,Remainder of B47,"United Kingdom, England and Wales"
4310,2010,C009,2,0.0,0.0,0.0,2.0,Whooping cough,"United Kingdom, England and Wales"
4310,2014,A099,2,0.0,0.0,0.0,74.0,Ulcer of stomach,"United Kingdom, England and Wales"
4310,2016,C030,2,0.0,0.0,0.0,14.0,Mal. neoplasm of cervix uteri,"United Kingdom, England and Wales"
4310,2013,B029,1,0.0,0.0,1.0,2.0,Hypertension without mention of heart,"United Kingdom, England and Wales"
4310,2007,B029,2,0.0,0.0,0.0,2.0,Hypertension without mention of heart,"United Kingdom, England and Wales"
4310,2015,A021,2,0.0,0.0,0.0,1.0,Diphtheria,"United Kingdom, England and Wales"
4310,2010,B341,1,2.0,0.0,0.0,0.0,Ulcer of stomach and duodenum,"United Kingdom, England and Wales"
4310,2015,B200,1,0.0,0.0,1.0,0.0,Anaemias,"United Kingdom, England and Wales"
4310,2007,C099,1,0.0,0.0,2.0,5.0,Accidents caused by machinery and by cutting and piercing instruments,"United Kingdom, England and Wales"
4310,2005,B200,2,0.0,0.0,1.0,0.0,Anaemias,"United Kingdom, England and Wales"
4310,2013,A049,1,0.0,0.0,0.0,1.0,Malignant neoplasm of larynx,"United Kingdom, England and Wales"
4310,2016,B49,1,0.0,0.0,0.0,1.0,"Misadventures during medical care, abnormal reactions, late complications","United Kingdom, England and Wales"
4310,2007,A020,1,0.0,0.0,0.0,1.0,Septicaemia and pyaemia,"United Kingdom, England and Wales"
4310,2006,B24,2,0.0,0.0,1.0,0.0,Diseases of the ear and mastoid process,"United Kingdom, England and Wales"
4310,2008,B441,2,0.0,0.0,0.0,1.0,Other deformities of central nervous system,"United Kingdom, England and Wales"
4310,2014,B349,1,2.0,1.0,0.0,0.0,Remainder of B34,"United Kingdom, England and Wales"
4310,2011,B181,1,0.0,0.0,0.0,2.0,Diabetes mellitus,"United Kingdom, England and Wales"
4310,2014,A090,2,0.0,0.0,0.0,8.0,Bronchopneumonia,"United Kingdom, England and Wales"
4310,2016,B212,1,0.0,0.0,1.0,0.0,Affective psychoses,"United Kingdom, England and Wales"
4310,2016,A099,2,0.0,0.0,2.0,58.0,Ulcer of stomach,"United Kingdom, England and Wales"
4310,2013,B54,1,0.0,0.0,1.0,0.0,Suicide and self-inflicted injury,"United Kingdom, England and Wales"
4310,2005,B020,1,0.0,0.0,1.0,1.0,Diabetes mellitus,"United Kingdom, England and Wales"
4310,2015,A099,1,0.0,1.0,0.0,42.0,Ulcer of stomach,"United Kingdom, England and Wales"
4310,2011,B182,1,0.0,0.0,7.0,1.0,Hyperlipoproteinaemia,"United Kingdom, England and Wales"
4310,2012,C080,1,0.0,0.0,0.0,2.0,Other specified diseases and symptoms,"United Kingdom, England and Wales"
4310,2009,C049,1,0.0,0.0,0.0,4.0,Other forms of heart disease,"United Kingdom, England and Wales"
4310,2010,B379,2,1.0,0.0,0.0,0.0,Remainder of B37,"United Kingdom, England and Wales"
4310,2009,A049,1,0.0,0.0,0.0,1.0,Malignant neoplasm of larynx,"United Kingdom, England and Wales"
4310,2007,B212,1,0.0,0.0,1.0,0.0,Affective psychoses,"United Kingdom, England and Wales"
4310,2013,B349,1,1.0,0.0,0.0,1.0,Remainder of B34,"United Kingdom, England and Wales"
4310,2016,C050,1,0.0,0.0,0.0,1.0,Other hypertensive disease,"United Kingdom, England and Wales"
4310,2005,B023,2,0.0,0.0,0.0,2.0,Non-meningococcal meningitis,"United Kingdom, England and Wales"
4310,2016,B379,1,0.0,0.0,0.0,2.0,Remainder of B37,"United Kingdom, England and Wales"
4310,2012,B029,1,0.0,0.0,0.0,2.0,Hypertension without mention of heart,"United Kingdom, England and Wales"
4310,2008,C030,2,0.0,0.0,0.0,8.0,Mal. neoplasm of cervix uteri,"United Kingdom, England and Wales"
4310,2006,B182,2,0.0,0.0,1.0,2.0,Hyperlipoproteinaemia,"United Kingdom, England and Wales"
4310,2016,C039,1,0.0,0.0,0.0,2.0,Diseases of the nervous system,"United Kingdom, England and Wales"
4310,2008,C089,1,0.0,0.0,0.0,2.0,External causes of injury and poisoning,"United Kingdom, England and Wales"
4310,2011,B019,2,1.0,0.0,0.0,0.0,Benign neoplasms and neoplasms of unspecified nature,"United Kingdom, England and Wales"
4310,2006,B219,1,0.0,0.0,1.0,0.0,Remainder of B21,"United Kingdom, England and Wales"
4310,2012,B348,1,2.0,0.0,0.0,0.0,Cholelithiasis and cholecystitis,"United Kingdom, England and Wales"
4310,2015,B200,2,0.0,0.0,1.0,0.0,Anaemias,"United Kingdom, England and Wales"
4310,2012,A029,1,0.0,0.0,0.0,1.0,Acute infectious encephalitis,"United Kingdom, England and Wales"
4310,2015,B023,1,0.0,0.0,0.0,2.0,Non-meningococcal meningitis,"United Kingdom, England and Wales"
4310,2016,C060,1,0.0,0.0,0.0,1.0,Chronic liver disease and cirrhosis,"United Kingdom, England and Wales"
4310,2005,B200,1,0.0,0.0,1.0,0.0,Anaemias,"United Kingdom, England and Wales"
4310,2008,C031,1,0.0,0.0,0.0,1.0,Malign neoplasm of bladder,"United Kingdom, England and Wales"
4310,2016,A099,1,1.0,0.0,2.0,48.0,Ulcer of stomach,"United Kingdom, England and Wales"
4310,2005,C060,2,0.0,0.0,0.0,1.0,Chronic liver disease and cirrhosis,"United Kingdom, England and Wales"
4310,2014,C051,2,0.0,0.0,0.0,2.0,Cerebrovascular disease,"United Kingdom, England and Wales"
4310,2013,B212,1,0.0,0.0,2.0,0.0,Affective psychoses,"United Kingdom, England and Wales"
4310,2008,B211,1,0.0,0.0,1.0,0.0,Schizophrenic psychoses,"United Kingdom, England and Wales"
4310,2012,B211,2,0.0,0.0,1.0,0.0,Schizophrenic psychoses,"United Kingdom, England and Wales"
4310,2005,A081,2,0.0,0.0,0.0,3.0,Arteriosclerotic and degenerative heart disease,"United Kingdom, England and Wales"
4310,2007,B019,2,1.0,0.0,0.0,0.0,Benign neoplasms and neoplasms of unspecified nature,"United Kingdom, England and Wales"
4310,2011,A045,1,0.0,0.0,0.0,2.0,Malignant neoplasm of oesophagus,"United Kingdom, England and Wales"
2470,2013,B232,2,1.0,0.0,0.0,0.0,Blindness and low vision,Venezuela
2470,2012,B230,1,0.0,0.0,1.0,0.0,Glaucoma,Venezuela
2470,2009,B218,2,0.0,0.0,2.0,0.0,Mental retardation,Venezuela
2470,2013,B209,1,0.0,0.0,7.0,0.0,Remainder of B20,Venezuela
2470,2009,B200,1,0.0,0.0,20.0,0.0,Anaemias,Venezuela
2470,2008,B279,2,1.0,0.0,0.0,0.0,Remainder of B27,Venezuela
2470,2006,B213,1,0.0,0.0,3.0,0.0,Other psychoses,Venezuela
2470,2012,B181,2,0.0,0.0,0.0,1.0,Diabetes mellitus,Venezuela
2470,2005,C080,1,0.0,0.0,0.0,1.0,Other specified diseases and symptoms,Venezuela
2470,2012,B230,2,0.0,0.0,1.0,0.0,Glaucoma,Venezuela
2470,2007,B371,1,0.0,0.0,1.0,0.0,Salpingitis and oophoritis,Venezuela
2470,2006,C009,1,0.0,0.0,1.0,0.0,Whooping cough,Venezuela
2470,2011,B210,1,0.0,0.0,3.0,0.0,Senile and presenile organic psychotic conditions,Venezuela
2470,2013,B018,1,0.0,1.0,0.0,0.0,"Malignant neoplasms, including neoplasms of lymphatic and haematopoietic tissues",Venezuela
2470,2006,C039,2,0.0,0.0,0.0,1.0,Diseases of the nervous system,Venezuela
2470,2008,B54,2,1.0,0.0,0.0,0.0,Suicide and self-inflicted injury,Venezuela
2470,2012,B210,1,0.0,0.0,1.0,0.0,Senile and presenile organic psychotic conditions,Venezuela
2470,2012,A047,1,1.0,0.0,0.0,0.0,"Malignant neoplasm of intestine, except rectum",Venezuela
2470,2011,B212,1,0.0,0.0,1.0,0.0,Affective psychoses,Venezuela
2470,2012,B221,1,1.0,0.0,0.0,0.0,Parkinson's disease,Venezuela
2470,2010,B012,2,0.0,0.0,0.0,1.0,Acute poliomyelitis,Venezuela
2470,2009,C068,1,0.0,0.0,0.0,1.0,Obstetrical trauma,Venezuela
2470,2012,B222,2,0.0,1.0,1.0,0.0,Other degenerative and hereditary disorders of the central nervous system,Venezuela
2470,2011,A049,2,2.0,0.0,0.0,3.0,Malignant neoplasm of larynx,Venezuela
2470,2010,B232,1,0.0,0.0,2.0,0.0,Blindness and low vision,Venezuela
2470,2010,B181,2,0.0,0.0,0.0,2.0,Diabetes mellitus,Venezuela
2470,2007,B217,1,0.0,0.0,1.0,0.0,Physiological malnutrition arising from mental factors,Venezuela
2470,2005,B349,1,1.0,0.0,0.0,0.0,Remainder of B34,Venezuela
2470,2008,B49,2,0.0,0.0,0.0,1.0,"Misadventures during medical care, abnormal reactions, late complications",Venezuela
2470,2011,B371,1,0.0,0.0,0.0,1.0,Salpingitis and oophoritis,Venezuela
2470,2008,B451,1,0.0,1.0,0.0,1.0,Obstetric complications affecting fetus or newborn,Venezuela
2470,2011,B279,1,0.0,0.0,0.0,1.0,Remainder of B27,Venezuela
2470,2011,B24,1,0.0,0.0,20.0,0.0,Diseases of the ear and mastoid process,Venezuela
2470,2013,B159,1,0.0,1.0,0.0,0.0,Remainder of B15,Venezuela
2470,2005,A052,2,2.0,0.0,0.0,0.0,Malignant neoplasm of cervix uteri,Venezuela
2470,2006,A069,2,5.0,0.0,1.0,3.0,Mental deficiency,Venezuela
2470,2011,B213,1,0.0,0.0,1.0,0.0,Other psychoses,Venezuela
2470,2009,C069,1,0.0,0.0,0.0,1.0,Infections of the puerperium,Venezuela
2470,2007,B279,2,1.0,0.0,0.0,1.0,Remainder of B27,Venezuela
2470,2008,B199,2,0.0,1.0,1.0,1.0,Remainder of B19,Venezuela
2470,2008,A049,2,1.0,0.0,1.0,1.0,Malignant neoplasm of larynx,Venezuela
2470,2007,B24,2,0.0,0.0,4.0,0.0,Diseases of the ear and mastoid process,Venezuela
2470,2009,C060,2,0.0,0.0,0.0,1.0,Chronic liver disease and cirrhosis,Venezuela
2470,2006,B218,2,0.0,0.0,1.0,0.0,Mental retardation,Venezuela
2470,2009,B181,1,0.0,0.0,1.0,0.0,Diabetes mellitus,Venezuela
2470,2007,B181,1,0.0,1.0,1.0,1.0,Diabetes mellitus,Venezuela
2470,2008,C099,1,0.0,0.0,1.0,1.0,Accidents caused by machinery and by cutting and piercing instruments,Venezuela
2470,2010,B209,1,1.0,0.0,10.0,0.0,Remainder of B20,Venezuela
2470,2012,B211,1,0.0,0.0,1.0,0.0,Schizophrenic psychoses,Venezuela
2470,2010,B451,1,0.0,1.0,0.0,0.0,Obstetric complications affecting fetus or newborn,Venezuela
2470,2011,A061,1,0.0,0.0,0.0,1.0,Non-toxic goitre,Venezuela
2470,2011,C029,2,0.0,0.0,1.0,4.0,Mal. neoplasm of female breast,Venezuela
2470,2006,C090,2,0.0,0.0,0.0,2.0,Motor vehicle trafic accidents,Venezuela
2470,2012,B24,1,1.0,1.0,30.0,1.0,Diseases of the ear and mastoid process,Venezuela
2470,2006,A064,1,0.0,0.0,0.0,1.0,Avitaminosis and other deficiency states,Venezuela
2470,2008,B218,1,0.0,0.0,6.0,0.0,Mental retardation,Venezuela
2470,2012,A085,1,1.0,0.0,0.0,0.0,Diseases of arteries,Venezuela
2470,2008,B210,1,0.0,0.0,1.0,0.0,Senile and presenile organic psychotic conditions,Venezuela
2470,2006,B012,1,1.0,0.0,0.0,5.0,Acute poliomyelitis,Venezuela
2470,2012,A060,2,1.0,0.0,0.0,2.0,Benign neoplasms and neoplasms of unspecified nature,Venezuela
2470,2008,B181,1,0.0,0.0,3.0,0.0,Diabetes mellitus,Venezuela
2470,2010,B012,1,0.0,0.0,2.0,0.0,Acute poliomyelitis,Venezuela
2470,2007,C051,2,0.0,0.0,0.0,1.0,Cerebrovascular disease,Venezuela
2470,2013,C009,1,0.0,0.0,0.0,1.0,Whooping cough,Venezuela
2470,2012,B209,1,1.0,1.0,17.0,1.0,Remainder of B20,Venezuela
2470,2012,B279,1,1.0,1.0,0.0,0.0,Remainder of B27,Venezuela
2470,2009,B212,1,0.0,0.0,2.0,0.0,Affective psychoses,Venezuela
2470,2008,B012,1,3.0,0.0,2.0,6.0,Acute poliomyelitis,Venezuela
2470,2011,B210,2,0.0,0.0,1.0,0.0,Senile and presenile organic psychotic conditions,Venezuela
2470,2007,C069,2,0.0,0.0,1.0,0.0,Infections of the puerperium,Venezuela
2470,2009,A084,1,1.0,0.0,0.0,0.0,Hypertension without mention of heart,Venezuela
